,kWh,day_of_month,month,day_of_week,hour
2019-01-22 16:00:00,108.481,22,1,1,16
2019-01-22 17:00:00,117.287,22,1,1,17
2019-01-22 18:00:00,141.412,22,1,1,18
2019-01-22 19:00:00,164.419,22,1,1,19
2019-01-22 20:00:00,155.515,22,1,1,20
2019-01-22 21:00:00,142.624,22,1,1,21
2019-01-22 22:00:00,134.452,22,1,1,22
2019-01-22 23:00:00,110.564,22,1,1,23
2019-01-23 00:00:00,88.828,23,1,2,0
2019-01-23 01:00:00,74.03,23,1,2,1
2019-01-23 02:00:00,71.383,23,1,2,2
2019-01-23 03:00:00,67.121,23,1,2,3
2019-01-23 04:00:00,66.678,23,1,2,4
2019-01-23 05:00:00,76.131,23,1,2,5
2019-01-23 06:00:00,71.734,23,1,2,6
2019-01-23 07:00:00,102.454,23,1,2,7
2019-01-23 08:00:00,111.915,23,1,2,8
2019-01-23 09:00:00,92.94,23,1,2,9
2019-01-23 10:00:00,92.194,23,1,2,10
2019-01-23 11:00:00,81.339,23,1,2,11
2019-01-23 12:00:00,89.476,23,1,2,12
2019-01-23 13:00:00,94.09,23,1,2,13
2019-01-23 14:00:00,96.003,23,1,2,14
2019-01-23 15:00:00,95.158,23,1,2,15
2019-01-23 16:00:00,96.392,23,1,2,16
2019-01-23 17:00:00,120.099,23,1,2,17
2019-01-23 18:00:00,135.516,23,1,2,18
2019-01-23 19:00:00,146.392,23,1,2,19
2019-01-23 20:00:00,145.416,23,1,2,20
2019-01-23 21:00:00,138.627,23,1,2,21
2019-01-23 22:00:00,128.258,23,1,2,22
2019-01-23 23:00:00,121.088,23,1,2,23
2019-01-24 00:00:00,98.213,24,1,3,0
2019-01-24 01:00:00,73.601,24,1,3,1
2019-01-24 02:00:00,67.541,24,1,3,2
2019-01-24 03:00:00,63.403,24,1,3,3
2019-01-24 04:00:00,60.837,24,1,3,4
2019-01-24 05:00:00,67.271,24,1,3,5
