,kWh,day_of_month,month,day_of_week,hour
2019-01-01 00:00:00,54.004,1,1,1,0
2019-01-01 01:00:00,57.139,1,1,1,1
2019-01-01 02:00:00,52.605,1,1,1,2
2019-01-01 03:00:00,53.1,1,1,1,3
2019-01-01 04:00:00,43.413,1,1,1,4
2019-01-01 05:00:00,39.792,1,1,1,5
2019-01-01 06:00:00,57.691,1,1,1,6
2019-01-01 07:00:00,55.196,1,1,1,7
2019-01-01 08:00:00,46.097,1,1,1,8
2019-01-01 09:00:00,53.993,1,1,1,9
2019-01-01 10:00:00,63.437,1,1,1,10
2019-01-01 11:00:00,83.69,1,1,1,11
2019-01-01 12:00:00,101.448,1,1,1,12
2019-01-01 13:00:00,100.225,1,1,1,13
2019-01-01 14:00:00,94.794,1,1,1,14
2019-01-01 15:00:00,112.56,1,1,1,15
2019-01-01 16:00:00,101.649,1,1,1,16
2019-01-01 17:00:00,95.952,1,1,1,17
2019-01-01 18:00:00,101.599,1,1,1,18
2019-01-01 19:00:00,115.515,1,1,1,19
2019-01-01 20:00:00,111.27,1,1,1,20
2019-01-01 21:00:00,99.482,1,1,1,21
2019-01-01 22:00:00,89.15,1,1,1,22
2019-01-01 23:00:00,72.751,1,1,1,23
2019-01-02 00:00:00,67.584,2,1,2,0
2019-01-02 01:00:00,58.206,2,1,2,1
2019-01-02 02:00:00,46.744,2,1,2,2
2019-01-02 03:00:00,47.855,2,1,2,3
2019-01-02 04:00:00,43.046,2,1,2,4
2019-01-02 05:00:00,47.362,2,1,2,5
2019-01-02 06:00:00,68.484,2,1,2,6
2019-01-02 07:00:00,65.667,2,1,2,7
2019-01-02 08:00:00,62.583,2,1,2,8
2019-01-02 09:00:00,82.273,2,1,2,9
2019-01-02 10:00:00,86.764,2,1,2,10
2019-01-02 11:00:00,81.843,2,1,2,11
2019-01-02 12:00:00,74.348,2,1,2,12
2019-01-02 13:00:00,95.477,2,1,2,13
2019-01-02 14:00:00,98.546,2,1,2,14
2019-01-02 15:00:00,88.697,2,1,2,15
2019-01-02 16:00:00,92.141,2,1,2,16
2019-01-02 17:00:00,80.741,2,1,2,17
2019-01-02 18:00:00,92.562,2,1,2,18
2019-01-02 19:00:00,119.617,2,1,2,19
2019-01-02 20:00:00,116.041,2,1,2,20
2019-01-02 21:00:00,107.069,2,1,2,21
2019-01-02 22:00:00,103.282,2,1,2,22
2019-01-02 23:00:00,84.721,2,1,2,23
2019-01-03 00:00:00,66.444,3,1,3,0
2019-01-03 01:00:00,59.05,3,1,3,1
2019-01-03 02:00:00,51.133,3,1,3,2
2019-01-03 03:00:00,49.768,3,1,3,3
2019-01-03 04:00:00,47.632,3,1,3,4
2019-01-03 05:00:00,59.011,3,1,3,5
2019-01-03 06:00:00,71.665,3,1,3,6
2019-01-03 07:00:00,73.502,3,1,3,7
2019-01-03 08:00:00,77.655,3,1,3,8
2019-01-03 09:00:00,88.614,3,1,3,9
2019-01-03 10:00:00,90.017,3,1,3,10
2019-01-03 11:00:00,75.004,3,1,3,11
2019-01-03 12:00:00,71.341,3,1,3,12
2019-01-03 13:00:00,84.021,3,1,3,13
2019-01-03 14:00:00,87.088,3,1,3,14
2019-01-03 15:00:00,76.599,3,1,3,15
2019-01-03 16:00:00,85.352,3,1,3,16
2019-01-03 17:00:00,86.059,3,1,3,17
2019-01-03 18:00:00,97.429,3,1,3,18
2019-01-03 19:00:00,136.161,3,1,3,19
2019-01-03 20:00:00,134.36,3,1,3,20
2019-01-03 21:00:00,116.968,3,1,3,21
2019-01-03 22:00:00,107.359,3,1,3,22
2019-01-03 23:00:00,83.957,3,1,3,23
2019-01-04 00:00:00,78.438,4,1,4,0
2019-01-04 01:00:00,68.719,4,1,4,1
2019-01-04 02:00:00,57.378,4,1,4,2
2019-01-04 03:00:00,48.752,4,1,4,3
2019-01-04 04:00:00,56.025,4,1,4,4
2019-01-04 05:00:00,57.185,4,1,4,5
2019-01-04 06:00:00,70.06,4,1,4,6
2019-01-04 07:00:00,77.487,4,1,4,7
2019-01-04 08:00:00,74.067,4,1,4,8
2019-01-04 09:00:00,97.419,4,1,4,9
2019-01-04 10:00:00,98.619,4,1,4,10
2019-01-04 11:00:00,89.57,4,1,4,11
2019-01-04 12:00:00,81.212,4,1,4,12
2019-01-04 13:00:00,94.157,4,1,4,13
2019-01-04 14:00:00,118.755,4,1,4,14
2019-01-04 15:00:00,91.504,4,1,4,15
2019-01-04 16:00:00,99.001,4,1,4,16
2019-01-04 17:00:00,98.675,4,1,4,17
2019-01-04 18:00:00,105.314,4,1,4,18
2019-01-04 19:00:00,129.538,4,1,4,19
2019-01-04 20:00:00,132.789,4,1,4,20
2019-01-04 21:00:00,105.601,4,1,4,21
2019-01-04 22:00:00,98.718,4,1,4,22
2019-01-04 23:00:00,85.975,4,1,4,23
2019-01-05 00:00:00,71.397,5,1,5,0
2019-01-05 01:00:00,61.6,5,1,5,1
2019-01-05 02:00:00,55.727,5,1,5,2
2019-01-05 03:00:00,49.707,5,1,5,3
2019-01-05 04:00:00,50.636,5,1,5,4
2019-01-05 05:00:00,49.926,5,1,5,5
2019-01-05 06:00:00,71.955,5,1,5,6
2019-01-05 07:00:00,65.073,5,1,5,7
2019-01-05 08:00:00,77.513,5,1,5,8
2019-01-05 09:00:00,87.475,5,1,5,9
2019-01-05 10:00:00,101.452,5,1,5,10
2019-01-05 11:00:00,106.899,5,1,5,11
2019-01-05 12:00:00,99.01,5,1,5,12
2019-01-05 13:00:00,109.522,5,1,5,13
2019-01-05 14:00:00,104.171,5,1,5,14
2019-01-05 15:00:00,108.046,5,1,5,15
2019-01-05 16:00:00,105.165,5,1,5,16
2019-01-05 17:00:00,98.91,5,1,5,17
2019-01-05 18:00:00,120.157,5,1,5,18
2019-01-05 19:00:00,125.118,5,1,5,19
2019-01-05 20:00:00,112.87,5,1,5,20
2019-01-05 21:00:00,106.995,5,1,5,21
2019-01-05 22:00:00,95.437,5,1,5,22
2019-01-05 23:00:00,73.111,5,1,5,23
2019-01-06 00:00:00,63.209,6,1,6,0
2019-01-06 01:00:00,55.853,6,1,6,1
2019-01-06 02:00:00,50.169,6,1,6,2
2019-01-06 03:00:00,42.223,6,1,6,3
2019-01-06 04:00:00,43.656,6,1,6,4
2019-01-06 05:00:00,44.921,6,1,6,5
2019-01-06 06:00:00,49.513,6,1,6,6
2019-01-06 07:00:00,62.738,6,1,6,7
2019-01-06 08:00:00,59.892,6,1,6,8
2019-01-06 09:00:00,78.444,6,1,6,9
2019-01-06 10:00:00,82.857,6,1,6,10
2019-01-06 11:00:00,106.418,6,1,6,11
2019-01-06 12:00:00,108.23,6,1,6,12
2019-01-06 13:00:00,119.035,6,1,6,13
2019-01-06 14:00:00,110.003,6,1,6,14
2019-01-06 15:00:00,111.21,6,1,6,15
2019-01-06 16:00:00,85.381,6,1,6,16
2019-01-06 17:00:00,85.655,6,1,6,17
2019-01-06 18:00:00,119.67,6,1,6,18
2019-01-06 19:00:00,128.695,6,1,6,19
2019-01-06 20:00:00,119.454,6,1,6,20
2019-01-06 21:00:00,104.279,6,1,6,21
2019-01-06 22:00:00,87.071,6,1,6,22
2019-01-06 23:00:00,72.063,6,1,6,23
2019-01-07 00:00:00,56.332,7,1,0,0
2019-01-07 01:00:00,45.701,7,1,0,1
2019-01-07 02:00:00,41.018,7,1,0,2
2019-01-07 03:00:00,39.33,7,1,0,3
2019-01-07 04:00:00,42.962,7,1,0,4
2019-01-07 05:00:00,49.929,7,1,0,5
2019-01-07 06:00:00,61.106,7,1,0,6
2019-01-07 07:00:00,83.645,7,1,0,7
2019-01-07 08:00:00,81.879,7,1,0,8
2019-01-07 09:00:00,87.994,7,1,0,9
2019-01-07 10:00:00,87.218,7,1,0,10
2019-01-07 11:00:00,88.082,7,1,0,11
2019-01-07 12:00:00,77.548,7,1,0,12
2019-01-07 13:00:00,95.363,7,1,0,13
2019-01-07 14:00:00,99.159,7,1,0,14
2019-01-07 15:00:00,92.612,7,1,0,15
2019-01-07 16:00:00,84.659,7,1,0,16
2019-01-07 17:00:00,90.99,7,1,0,17
2019-01-07 18:00:00,100.542,7,1,0,18
2019-01-07 19:00:00,131.39,7,1,0,19
2019-01-07 20:00:00,133.804,7,1,0,20
2019-01-07 21:00:00,108.322,7,1,0,21
2019-01-07 22:00:00,97.009,7,1,0,22
2019-01-07 23:00:00,74.909,7,1,0,23
2019-01-08 00:00:00,60.541,8,1,1,0
2019-01-08 01:00:00,48.096,8,1,1,1
2019-01-08 02:00:00,48.354,8,1,1,2
2019-01-08 03:00:00,45.041,8,1,1,3
2019-01-08 04:00:00,46.899,8,1,1,4
2019-01-08 05:00:00,51.237,8,1,1,5
2019-01-08 06:00:00,64.272,8,1,1,6
2019-01-08 07:00:00,79.776,8,1,1,7
2019-01-08 08:00:00,88.341,8,1,1,8
2019-01-08 09:00:00,86.459,8,1,1,9
2019-01-08 10:00:00,76.118,8,1,1,10
2019-01-08 11:00:00,72.509,8,1,1,11
2019-01-08 12:00:00,73.13,8,1,1,12
2019-01-08 13:00:00,87.456,8,1,1,13
2019-01-08 14:00:00,96.175,8,1,1,14
2019-01-08 15:00:00,89.784,8,1,1,15
2019-01-08 16:00:00,97.143,8,1,1,16
2019-01-08 17:00:00,101.183,8,1,1,17
2019-01-08 18:00:00,103.971,8,1,1,18
2019-01-08 19:00:00,124.035,8,1,1,19
2019-01-08 20:00:00,122.788,8,1,1,20
2019-01-08 21:00:00,107.405,8,1,1,21
2019-01-08 22:00:00,90.719,8,1,1,22
2019-01-08 23:00:00,74.579,8,1,1,23
2019-01-09 00:00:00,60.8,9,1,2,0
2019-01-09 01:00:00,51.483,9,1,2,1
2019-01-09 02:00:00,49.729,9,1,2,2
2019-01-09 03:00:00,44.463,9,1,2,3
2019-01-09 04:00:00,44.074,9,1,2,4
2019-01-09 05:00:00,52.565,9,1,2,5
2019-01-09 06:00:00,69.024,9,1,2,6
2019-01-09 07:00:00,83.903,9,1,2,7
2019-01-09 08:00:00,89.874,9,1,2,8
2019-01-09 09:00:00,92.476,9,1,2,9
2019-01-09 10:00:00,86.138,9,1,2,10
2019-01-09 11:00:00,91.642,9,1,2,11
2019-01-09 12:00:00,75.108,9,1,2,12
2019-01-09 13:00:00,96.979,9,1,2,13
2019-01-09 14:00:00,106.701,9,1,2,14
2019-01-09 15:00:00,97.452,9,1,2,15
2019-01-09 16:00:00,103.812,9,1,2,16
2019-01-09 17:00:00,99.36,9,1,2,17
2019-01-09 18:00:00,104.165,9,1,2,18
2019-01-09 19:00:00,137.874,9,1,2,19
2019-01-09 20:00:00,118.376,9,1,2,20
2019-01-09 21:00:00,106.769,9,1,2,21
2019-01-09 22:00:00,96.3,9,1,2,22
2019-01-09 23:00:00,77.385,9,1,2,23
2019-01-10 00:00:00,67.97,10,1,3,0
2019-01-10 01:00:00,53.27,10,1,3,1
2019-01-10 02:00:00,45.283,10,1,3,2
2019-01-10 03:00:00,47.37,10,1,3,3
2019-01-10 04:00:00,50.209,10,1,3,4
2019-01-10 05:00:00,61.374,10,1,3,5
2019-01-10 06:00:00,67.995,10,1,3,6
2019-01-10 07:00:00,80.801,10,1,3,7
2019-01-10 08:00:00,95.724,10,1,3,8
2019-01-10 09:00:00,97.934,10,1,3,9
2019-01-10 10:00:00,86.5,10,1,3,10
2019-01-10 11:00:00,90.275,10,1,3,11
2019-01-10 12:00:00,83.062,10,1,3,12
2019-01-10 13:00:00,95.6285,10,1,3,13
2019-01-10 14:00:00,111.771,10,1,3,14
2019-01-10 15:00:00,103.083,10,1,3,15
2019-01-10 16:00:00,102.267,10,1,3,16
2019-01-10 17:00:00,97.75,10,1,3,17
2019-01-10 18:00:00,106.791,10,1,3,18
2019-01-10 19:00:00,128.124,10,1,3,19
2019-01-10 20:00:00,109.47,10,1,3,20
2019-01-10 21:00:00,112.035,10,1,3,21
2019-01-10 22:00:00,93.692,10,1,3,22
2019-01-10 23:00:00,78.358,10,1,3,23
2019-01-11 00:00:00,66.333,11,1,4,0
2019-01-11 01:00:00,55.644,11,1,4,1
2019-01-11 02:00:00,46.852,11,1,4,2
2019-01-11 03:00:00,50.355,11,1,4,3
2019-01-11 04:00:00,54.67,11,1,4,4
2019-01-11 05:00:00,54.172,11,1,4,5
2019-01-11 06:00:00,66.754,11,1,4,6
2019-01-11 07:00:00,91.102,11,1,4,7
2019-01-11 08:00:00,104.759,11,1,4,8
2019-01-11 09:00:00,115.475,11,1,4,9
2019-01-11 10:00:00,109.268,11,1,4,10
2019-01-11 11:00:00,95.983,11,1,4,11
2019-01-11 12:00:00,74.462,11,1,4,12
2019-01-11 13:00:00,104.234,11,1,4,13
2019-01-11 14:00:00,125.288,11,1,4,14
2019-01-11 15:00:00,127.989,11,1,4,15
2019-01-11 16:00:00,111.915,11,1,4,16
2019-01-11 17:00:00,110.312,11,1,4,17
2019-01-11 18:00:00,111.952,11,1,4,18
2019-01-11 19:00:00,136.074,11,1,4,19
2019-01-11 20:00:00,133.665,11,1,4,20
2019-01-11 21:00:00,117.208,11,1,4,21
2019-01-11 22:00:00,110.599,11,1,4,22
2019-01-11 23:00:00,86.833,11,1,4,23
2019-01-12 00:00:00,67.745,12,1,5,0
2019-01-12 01:00:00,61.676,12,1,5,1
2019-01-12 02:00:00,60.439,12,1,5,2
2019-01-12 03:00:00,61.35,12,1,5,3
2019-01-12 04:00:00,53.566,12,1,5,4
2019-01-12 05:00:00,57.747,12,1,5,5
2019-01-12 06:00:00,70.445,12,1,5,6
2019-01-12 07:00:00,65.726,12,1,5,7
2019-01-12 08:00:00,78.202,12,1,5,8
2019-01-12 09:00:00,113.623,12,1,5,9
2019-01-12 10:00:00,111.386,12,1,5,10
2019-01-12 11:00:00,124.078,12,1,5,11
2019-01-12 12:00:00,140.075,12,1,5,12
2019-01-12 13:00:00,143.526,12,1,5,13
2019-01-12 14:00:00,141.242,12,1,5,14
2019-01-12 15:00:00,139.584,12,1,5,15
2019-01-12 16:00:00,125.616,12,1,5,16
2019-01-12 17:00:00,122.352,12,1,5,17
2019-01-12 18:00:00,135.955,12,1,5,18
2019-01-12 19:00:00,117.962,12,1,5,19
2019-01-12 20:00:00,122.829,12,1,5,20
2019-01-12 21:00:00,105.493,12,1,5,21
2019-01-12 22:00:00,88.031,12,1,5,22
2019-01-12 23:00:00,80.798,12,1,5,23
2019-01-13 00:00:00,74.216,13,1,6,0
2019-01-13 01:00:00,58.902,13,1,6,1
2019-01-13 02:00:00,60.451,13,1,6,2
2019-01-13 03:00:00,52.1565,13,1,6,3
2019-01-13 04:00:00,47.19675,13,1,6,4
2019-01-13 05:00:00,46.16,13,1,6,5
2019-01-13 06:00:00,52.48,13,1,6,6
2019-01-13 07:00:00,53.107,13,1,6,7
2019-01-13 08:00:00,66.2285,13,1,6,8
2019-01-13 09:00:00,87.62725,13,1,6,9
2019-01-13 10:00:00,100.85675,13,1,6,10
2019-01-13 11:00:00,119.2175,13,1,6,11
2019-01-13 12:00:00,139.3115,13,1,6,12
2019-01-13 13:00:00,143.1025,13,1,6,13
2019-01-13 14:00:00,121.79325,13,1,6,14
2019-01-13 15:00:00,111.46875,13,1,6,15
2019-01-13 16:00:00,112.73725,13,1,6,16
2019-01-13 17:00:00,111.864,13,1,6,17
2019-01-13 18:00:00,118.29125,13,1,6,18
2019-01-13 19:00:00,121.31525,13,1,6,19
2019-01-13 20:00:00,111.2875,13,1,6,20
2019-01-13 21:00:00,105.6365,13,1,6,21
2019-01-13 22:00:00,85.802,13,1,6,22
2019-01-13 23:00:00,62.76,13,1,6,23
2019-01-14 00:00:00,55.872,14,1,0,0
2019-01-14 01:00:00,44.7195,14,1,0,1
2019-01-14 02:00:00,42.0554,14,1,0,2
2019-01-14 03:00:00,41.221,14,1,0,3
2019-01-14 04:00:00,40.44,14,1,0,4
2019-01-14 05:00:00,50.502,14,1,0,5
2019-01-14 06:00:00,68.022,14,1,0,6
2019-01-14 07:00:00,80.466,14,1,0,7
2019-01-14 08:00:00,89.312,14,1,0,8
2019-01-14 09:00:00,94.49,14,1,0,9
2019-01-14 10:00:00,100.968,14,1,0,10
2019-01-14 11:00:00,86.385,14,1,0,11
2019-01-14 12:00:00,72.3,14,1,0,12
2019-01-14 13:00:00,86.76,14,1,0,13
2019-01-14 14:00:00,102.289,14,1,0,14
2019-01-14 15:00:00,92.553,14,1,0,15
2019-01-14 16:00:00,81.586,14,1,0,16
2019-01-14 17:00:00,85.917,14,1,0,17
2019-01-14 18:00:00,105.048,14,1,0,18
2019-01-14 19:00:00,123.147,14,1,0,19
2019-01-14 20:00:00,136.248,14,1,0,20
2019-01-14 21:00:00,103.827,14,1,0,21
2019-01-14 22:00:00,96.443,14,1,0,22
2019-01-14 23:00:00,80.158,14,1,0,23
2019-01-15 00:00:00,68.877,15,1,1,0
2019-01-15 01:00:00,49.572,15,1,1,1
2019-01-15 02:00:00,47.313,15,1,1,2
2019-01-15 03:00:00,51.196,15,1,1,3
2019-01-15 04:00:00,54.744,15,1,1,4
2019-01-15 05:00:00,57.297,15,1,1,5
2019-01-15 06:00:00,71.196,15,1,1,6
2019-01-15 07:00:00,86.589,15,1,1,7
2019-01-15 08:00:00,94.093,15,1,1,8
2019-01-15 09:00:00,90.211,15,1,1,9
2019-01-15 10:00:00,94.994,15,1,1,10
2019-01-15 11:00:00,92.025,15,1,1,11
2019-01-15 12:00:00,86.332,15,1,1,12
2019-01-15 13:00:00,102.485,15,1,1,13
2019-01-15 14:00:00,111.718,15,1,1,14
2019-01-15 15:00:00,92.84,15,1,1,15
2019-01-15 16:00:00,94.285,15,1,1,16
2019-01-15 17:00:00,86.122,15,1,1,17
2019-01-15 18:00:00,104.853,15,1,1,18
2019-01-15 19:00:00,128.49,15,1,1,19
2019-01-15 20:00:00,116.327,15,1,1,20
2019-01-15 21:00:00,114.903,15,1,1,21
2019-01-15 22:00:00,98.951,15,1,1,22
2019-01-15 23:00:00,75.135,15,1,1,23
2019-01-16 00:00:00,57.977,16,1,2,0
2019-01-16 01:00:00,50.815,16,1,2,1
2019-01-16 02:00:00,42.275,16,1,2,2
2019-01-16 03:00:00,45.044,16,1,2,3
2019-01-16 04:00:00,38.395,16,1,2,4
2019-01-16 05:00:00,45.96,16,1,2,5
2019-01-16 06:00:00,68.558,16,1,2,6
2019-01-16 07:00:00,83.659,16,1,2,7
2019-01-16 08:00:00,94.724,16,1,2,8
2019-01-16 09:00:00,90.131,16,1,2,9
2019-01-16 10:00:00,85.7,16,1,2,10
2019-01-16 11:00:00,90.836,16,1,2,11
2019-01-16 12:00:00,79.647,16,1,2,12
2019-01-16 13:00:00,95.685,16,1,2,13
2019-01-16 14:00:00,106.389,16,1,2,14
2019-01-16 15:00:00,101.23,16,1,2,15
2019-01-16 16:00:00,97.783,16,1,2,16
2019-01-16 17:00:00,95.992,16,1,2,17
2019-01-16 18:00:00,102.356,16,1,2,18
2019-01-16 19:00:00,134.301,16,1,2,19
2019-01-16 20:00:00,123.113,16,1,2,20
2019-01-16 21:00:00,115.75,16,1,2,21
2019-01-16 22:00:00,91.23,16,1,2,22
2019-01-16 23:00:00,84.518,16,1,2,23
2019-01-17 00:00:00,64.719,17,1,3,0
2019-01-17 01:00:00,61.738,17,1,3,1
2019-01-17 02:00:00,49.987342,17,1,3,2
2019-01-17 03:00:00,48.254042,17,1,3,3
2019-01-17 04:00:00,39.673642,17,1,3,4
2019-01-17 05:00:00,48.753842,17,1,3,5
2019-01-17 06:00:00,63.960242,17,1,3,6
2019-01-17 07:00:00,75.692442,17,1,3,7
2019-01-17 08:00:00,89.918342,17,1,3,8
2019-01-17 09:00:00,91.094642,17,1,3,9
2019-01-17 10:00:00,72.350142,17,1,3,10
2019-01-17 11:00:00,90.905742,17,1,3,11
2019-01-17 12:00:00,73.987042,17,1,3,12
2019-01-17 13:00:00,103.702242,17,1,3,13
2019-01-17 14:00:00,101.215442,17,1,3,14
2019-01-17 15:00:00,77.681842,17,1,3,15
2019-01-17 16:00:00,65.407842,17,1,3,16
2019-01-17 17:00:00,74.936142,17,1,3,17
2019-01-17 18:00:00,89.136142,17,1,3,18
2019-01-17 19:00:00,122.698842,17,1,3,19
2019-01-17 20:00:00,113.666942,17,1,3,20
2019-01-17 21:00:00,98.195642,17,1,3,21
2019-01-17 22:00:00,93.125542,17,1,3,22
2019-01-17 23:00:00,76.158742,17,1,3,23
2019-01-18 00:00:00,66.391542,18,1,4,0
2019-01-18 01:00:00,54.011142,18,1,4,1
2019-01-18 02:00:00,51.335629,18,1,4,2
2019-01-18 03:00:00,49.111829,18,1,4,3
2019-01-18 04:00:00,50.772429,18,1,4,4
2019-01-18 05:00:00,54.806129,18,1,4,5
2019-01-18 06:00:00,69.920129,18,1,4,6
2019-01-18 07:00:00,83.213729,18,1,4,7
2019-01-18 08:00:00,94.105229,18,1,4,8
2019-01-18 09:00:00,98.571329,18,1,4,9
2019-01-18 10:00:00,89.096929,18,1,4,10
2019-01-18 11:00:00,80.021429,18,1,4,11
2019-01-18 12:00:00,68.917529,18,1,4,12
2019-01-18 13:00:00,73.266179,18,1,4,13
2019-01-18 14:00:00,82.511929,18,1,4,14
2019-01-18 15:00:00,69.371629,18,1,4,15
2019-01-18 16:00:00,69.344329,18,1,4,16
2019-01-18 17:00:00,83.020329,18,1,4,17
2019-01-18 18:00:00,96.376029,18,1,4,18
2019-01-18 19:00:00,117.623429,18,1,4,19
2019-01-18 20:00:00,121.760829,18,1,4,20
2019-01-18 21:00:00,94.373629,18,1,4,21
2019-01-18 22:00:00,83.802229,18,1,4,22
2019-01-18 23:00:00,70.830429,18,1,4,23
2019-01-19 00:00:00,61.786829,19,1,5,0
2019-01-19 01:00:00,55.710221,19,1,5,1
2019-01-19 02:00:00,48.001256,19,1,5,2
2019-01-19 03:00:00,47.038756,19,1,5,3
2019-01-19 04:00:00,52.728356,19,1,5,4
2019-01-19 05:00:00,60.971556,19,1,5,5
2019-01-19 06:00:00,65.144356,19,1,5,6
2019-01-19 07:00:00,64.423556,19,1,5,7
2019-01-19 08:00:00,77.203756,19,1,5,8
2019-01-19 09:00:00,99.333456,19,1,5,9
2019-01-19 10:00:00,108.714956,19,1,5,10
2019-01-19 11:00:00,105.933256,19,1,5,11
2019-01-19 12:00:00,103.462656,19,1,5,12
2019-01-19 13:00:00,106.668656,19,1,5,13
2019-01-19 14:00:00,94.555456,19,1,5,14
2019-01-19 15:00:00,87.256556,19,1,5,15
2019-01-19 16:00:00,96.661156,19,1,5,16
2019-01-19 17:00:00,95.303556,19,1,5,17
2019-01-19 18:00:00,122.083056,19,1,5,18
2019-01-19 19:00:00,121.556556,19,1,5,19
2019-01-19 20:00:00,110.657656,19,1,5,20
2019-01-19 21:00:00,104.489156,19,1,5,21
2019-01-19 22:00:00,89.201756,19,1,5,22
2019-01-19 23:00:00,80.696356,19,1,5,23
2019-01-20 00:00:00,70.126856,20,1,6,0
2019-01-20 01:00:00,64.879073,20,1,6,1
2019-01-20 02:00:00,54.503773,20,1,6,2
2019-01-20 03:00:00,53.071673,20,1,6,3
2019-01-20 04:00:00,60.183073,20,1,6,4
2019-01-20 05:00:00,58.286973,20,1,6,5
2019-01-20 06:00:00,63.450673,20,1,6,6
2019-01-20 07:00:00,64.512273,20,1,6,7
2019-01-20 08:00:00,81.153373,20,1,6,8
2019-01-20 09:00:00,98.055973,20,1,6,9
2019-01-20 10:00:00,110.927573,20,1,6,10
2019-01-20 11:00:00,104.952073,20,1,6,11
2019-01-20 12:00:00,100.660873,20,1,6,12
2019-01-20 13:00:00,105.638673,20,1,6,13
2019-01-20 14:00:00,94.784073,20,1,6,14
2019-01-20 15:00:00,90.340973,20,1,6,15
2019-01-20 16:00:00,83.398073,20,1,6,16
2019-01-20 17:00:00,99.689573,20,1,6,17
2019-01-20 18:00:00,117.070973,20,1,6,18
2019-01-20 19:00:00,122.014073,20,1,6,19
2019-01-20 20:00:00,120.674973,20,1,6,20
2019-01-20 21:00:00,103.795673,20,1,6,21
2019-01-20 22:00:00,80.192873,20,1,6,22
2019-01-20 23:00:00,66.876773,20,1,6,23
2019-01-21 00:00:00,55.447073,21,1,0,0
2019-01-21 01:00:00,46.985947,21,1,0,1
2019-01-21 02:00:00,44.389992,21,1,0,2
2019-01-21 03:00:00,47.251392,21,1,0,3
2019-01-21 04:00:00,50.155092,21,1,0,4
2019-01-21 05:00:00,48.958492,21,1,0,5
2019-01-21 06:00:00,66.833592,21,1,0,6
2019-01-21 07:00:00,82.257492,21,1,0,7
2019-01-21 08:00:00,78.291192,21,1,0,8
2019-01-21 09:00:00,79.995592,21,1,0,9
2019-01-21 10:00:00,85.872792,21,1,0,10
2019-01-21 11:00:00,79.688692,21,1,0,11
2019-01-21 12:00:00,71.129592,21,1,0,12
2019-01-21 13:00:00,81.932252,21,1,0,13
2019-01-21 14:00:00,73.498192,21,1,0,14
2019-01-21 15:00:00,76.772792,21,1,0,15
2019-01-21 16:00:00,78.394392,21,1,0,16
2019-01-21 17:00:00,78.483492,21,1,0,17
2019-01-21 18:00:00,100.755492,21,1,0,18
2019-01-21 19:00:00,120.530892,21,1,0,19
2019-01-21 20:00:00,114.363792,21,1,0,20
2019-01-21 21:00:00,100.335692,21,1,0,21
2019-01-21 22:00:00,98.435892,21,1,0,22
2019-01-21 23:00:00,87.120892,21,1,0,23
2019-01-22 00:00:00,71.965492,22,1,1,0
2019-01-22 01:00:00,56.423456,22,1,1,1
2019-01-22 02:00:00,50.980356,22,1,1,2
2019-01-22 03:00:00,55.873396,22,1,1,3
2019-01-22 04:00:00,49.204776,22,1,1,4
2019-01-22 05:00:00,64.090226,22,1,1,5
2019-01-22 06:00:00,77.704126,22,1,1,6
2019-01-22 07:00:00,87.865096,22,1,1,7
2019-01-22 08:00:00,93.718626,22,1,1,8
2019-01-22 09:00:00,101.899486,22,1,1,9
2019-01-22 10:00:00,100.262296,22,1,1,10
2019-01-22 11:00:00,88.816796,22,1,1,11
2019-01-22 12:00:00,65.729316,22,1,1,12
2019-01-22 13:00:00,77.422526,22,1,1,13
2019-01-22 14:00:00,97.499086,22,1,1,14
2019-01-22 15:00:00,102.917066,22,1,1,15
2019-01-22 16:00:00,98.322856,22,1,1,16
2019-01-22 17:00:00,94.954406,22,1,1,17
2019-01-22 18:00:00,105.251136,22,1,1,18
2019-01-22 19:00:00,129.942176,22,1,1,19
2019-01-22 20:00:00,119.328586,22,1,1,20
2019-01-22 21:00:00,123.535196,22,1,1,21
2019-01-22 22:00:00,101.112686,22,1,1,22
2019-01-22 23:00:00,79.155966,22,1,1,23
2019-01-23 00:00:00,61.902096,23,1,2,0
2019-01-23 01:00:00,51.690916,23,1,2,1
2019-01-23 02:00:00,54.382326,23,1,2,2
2019-01-23 03:00:00,52.800686,23,1,2,3
2019-01-23 04:00:00,52.330466,23,1,2,4
2019-01-23 05:00:00,57.897116,23,1,2,5
2019-01-23 06:00:00,74.890826,23,1,2,6
2019-01-23 07:00:00,88.982776,23,1,2,7
2019-01-23 08:00:00,99.132896,23,1,2,8
2019-01-23 09:00:00,102.431146,23,1,2,9
2019-01-23 10:00:00,110.553356,23,1,2,10
2019-01-23 11:00:00,105.947516,23,1,2,11
2019-01-23 12:00:00,82.846576,23,1,2,12
2019-01-23 13:00:00,93.617626,23,1,2,13
2019-01-23 14:00:00,97.145986,23,1,2,14
2019-01-23 15:00:00,104.653076,23,1,2,15
2019-01-23 16:00:00,109.598466,23,1,2,16
2019-01-23 17:00:00,104.224546,23,1,2,17
2019-01-23 18:00:00,102.143306,23,1,2,18
2019-01-23 19:00:00,138.290116,23,1,2,19
2019-01-23 20:00:00,123.026176,23,1,2,20
2019-01-23 21:00:00,118.641156,23,1,2,21
2019-01-23 22:00:00,114.143626,23,1,2,22
